admin_zone_id,pctdif_distance
ZW140210,1.0
ZW140218,1.0
ZW150212,1.0
ZW160522,1.0
ZW140211,1.0
ZW150223,1.0
ZW150215,1.0
ZW150706,1.0
ZW172212,1.0
ZW170530,1.0
ZW140517,1.0
ZW140219,1.0
ZW150702,1.0
ZW160702,1.0
ZW160719,1.0
ZW172214,1.0
ZW160514,1.0
ZW160714,1.0
ZW150705,1.0
ZW172213,1.0
ZW160518,1.0
ZW160701,1.0
ZW160718,1.0
ZW150704,1.0
ZW170121,1.0
ZW180313,1.0
ZW172811,1.0
ZW172805,1.0
ZW172810,1.0
ZW140206,1.0
ZW140615,1.0
ZW172806,1.0
ZW180316,1.0
ZW180510,1.0
ZW180310,1.0
ZW182102,1.0
ZW180505,1.0
ZW180305,1.0
ZW180304,1.0
ZW180509,1.0
ZW180307,1.0
ZW180306,1.0
ZW172807,1.0
ZW180309,1.0
ZW180312,1.0
ZW180311,1.0
ZW180330,1.0
ZW180303,1.0
ZW170705,1.0
ZW170714,1.0
ZW170718,1.0
ZW170109,1.0
ZW170715,1.0
ZW172813,1.0
ZW170719,1.0
ZW170720,1.0
ZW172804,1.0
ZW170710,1.0
ZW170708,1.0
ZW170105,1.0
ZW170713,1.0
ZW172808,1.0
ZW170703,1.0
ZW170723,1.0
ZW170104,1.0
ZW172809,1.0
ZW170707,1.0
ZW170110,1.0
ZW170103,1.0
ZW170107,1.0
ZW170721,1.0
ZW170806,1.0
ZW170801,1.0
ZW170802,1.0
ZW180302,1.0
ZW172503,1.0
ZW172507,1.0
ZW170807,1.0
ZW170805,1.0
ZW170813,1.0
ZW172802,1.0
ZW172509,1.0
ZW170123,1.0
ZW172504,1.0
ZW170125,1.0
ZW150306,1.0
ZW150304,1.0
ZW180435,1.0
ZW180438,1.0
ZW170711,1.0
ZW170712,1.0
ZW170724,1.0
ZW170124,1.0
ZW170114,1.0
ZW172108,1.0
ZW170704,1.0
ZW170706,1.0
ZW170722,1.0
ZW180504,1.0
ZW170709,1.0
ZW172116,1.0
ZW172114,1.0
ZW170803,1.0
ZW110207,1.0
ZW110217,1.0
ZW170808,1.0
ZW170804,1.0
ZW112303,1.0
ZW112304,1.0
ZW120313,1.0
ZW180301,1.0
ZW170809,1.0
ZW180422,1.0
ZW120305,1.0
ZW172506,1.0
ZW170810,1.0
ZW170812,1.0
ZW170811,1.0
ZW172812,1.0
ZW172801,1.0
ZW172501,1.0
ZW172505,1.0
ZW172508,1.0
ZW172510,1.0
ZW172502,1.0
ZW172103,1.0
ZW172102,1.0
ZW170108,1.0
ZW172803,1.0
ZW180704,1.0
ZW180705,1.0
ZW180105,1.0
ZW180710,1.0
ZW172117,1.0
ZW172106,1.0
ZW180703,1.0
ZW180707,1.0
ZW172107,1.0
ZW120306,1.0
ZW180106,1.0
ZW180440,1.0
ZW152211,1.0
ZW120310,1.0
ZW120311,1.0
ZW120308,1.0
ZW180517,1.0
ZW180520,1.0
ZW180719,1.0
ZW180722,1.0
ZW180716,1.0
ZW180713,1.0
ZW172101,1.0
ZW180518,1.0
ZW180408,1.0
ZW180434,1.0
ZW152204,1.0
ZW152205,1.0
ZW180414,1.0
ZW152210,1.0
ZW120309,1.0
ZW180417,1.0
ZW180436,1.0
ZW180433,1.0
ZW180418,1.0
ZW172118,1.0
ZW172109,1.0
ZW180420,1.0
ZW180437,1.0
ZW180502,1.0
ZW180427,1.0
ZW180424,1.0
ZW172111,1.0
ZW172112,1.0
ZW172113,1.0
ZW180423,1.0
ZW180131,1.0
ZW180429,1.0
ZW180115,1.0
ZW180119,1.0
ZW180123,1.0
ZW180441,1.0
ZW180501,1.0
ZW110215,1.0
ZW110212,1.0
ZW110208,1.0
ZW110220,1.0
ZW180532,1.0
ZW180513,1.0
ZW180127,1.0
ZW180701,1.0
ZW180714,1.0
ZW180709,1.0
ZW180712,1.0
ZW180711,1.0
ZW180706,1.0
ZW180733,1.0
ZW180708,1.0
ZW180421,1.0
ZW180419,1.0
ZW180442,1.0
ZW180413,1.0
ZW110213,1.0
ZW110219,1.0
ZW110129,1.0
ZW110307,1.0
ZW110306,1.0
ZW110302,1.0
ZW110210,1.0
ZW110221,1.0
ZW110218,1.0
ZW110222,1.0
ZW110309,1.0
ZW110125,1.0
ZW110204,1.0
ZW110128,1.0
ZW110205,1.0
ZW112308,1.0
ZW112301,1.0
ZW112307,1.0
ZW110311,1.0
ZW110301,1.0
ZW110216,1.0
ZW110206,1.0
ZW110203,1.0
ZW110312,1.0
ZW110318,1.0
ZW110313,1.0
ZW110211,1.0
ZW110133,1.0
ZW110209,1.0
ZW110130,1.0
ZW110314,1.0
ZW112306,1.0
ZW110214,1.0
ZW112305,1.0
ZW110305,1.0
ZW110304,1.0
ZW110303,1.0
ZW110308,1.0
ZW110223,1.0
ZW112302,1.0
ZW150425,1.0
ZW150217,1.0
ZW150407,1.0
ZW150508,1.0
ZW150512,1.0
ZW150513,1.0
ZW150420,1.0
ZW150418,1.0
ZW150525,1.0
ZW150524,1.0
ZW150604,1.0
ZW150426,1.0
ZW150605,1.0
ZW150203,1.0
ZW172303,1.0
ZW172301,1.0
ZW172302,1.0
ZW150218,1.0
ZW150423,1.0
ZW150421,1.0
ZW150207,1.0
ZW150204,1.0
ZW150510,1.0
ZW150511,1.0
ZW150502,1.0
ZW170315,1.0
ZW150501,1.0
ZW170532,1.0
ZW170512,1.0
ZW170513,1.0
ZW170510,1.0
ZW170505,1.0
ZW170515,1.0
ZW170511,1.0
ZW170409,1.0
ZW170412,1.0
ZW170411,1.0
ZW172306,1.0
ZW150422,1.0
ZW150216,1.0
ZW150410,1.0
ZW170521,1.0
ZW170522,1.0
ZW170526,1.0
ZW170529,1.0
ZW170518,1.0
ZW170520,1.0
ZW170519,1.0
ZW170528,1.0
ZW170527,1.0
ZW150504,1.0
ZW150503,1.0
ZW150506,1.0
ZW170525,1.0
ZW170523,1.0
ZW170533,1.0
ZW150522,1.0
ZW172307,1.0
ZW170404,1.0
ZW170407,1.0
ZW172207,1.0
ZW152203,1.0
ZW172209,1.0
ZW170406,1.0
ZW170408,1.0
ZW150530,1.0
ZW150519,1.0
ZW150518,1.0
ZW150529,1.0
ZW150520,1.0
ZW150517,1.0
ZW172110,1.0
ZW170502,1.0
ZW142704,1.0
ZW142703,1.0
ZW142711,1.0
ZW142705,1.0
ZW170403,1.0
ZW170524,1.0
ZW170517,1.0
ZW170514,1.0
ZW150505,1.0
ZW142702,1.0
ZW142708,1.0
ZW142706,1.0
ZW142707,1.0
ZW130821,1.0
ZW142709,1.0
ZW130107,1.0
ZW170119,1.0
ZW170413,1.0
ZW170116,1.0
ZW170414,1.0
ZW170113,1.0
ZW172204,1.0
ZW172203,1.0
ZW172211,1.0
ZW172202,1.0
ZW172208,1.0
ZW170112,1.0
ZW170410,1.0
ZW170122,1.0
ZW172206,1.0
ZW172205,1.0
ZW172210,1.0
ZW130110,1.0
ZW130106,1.0
ZW180410,1.0
ZW110106,1.0
ZW130109,1.0
ZW130104,1.0
ZW180404,1.0
ZW112111,1.0
ZW112105,1.0
ZW112101,1.0
ZW180402,1.0
ZW110102,1.0
ZW110104,1.0
ZW110113,1.0
ZW110131,1.0
ZW130305,1.0
ZW112116,1.0
ZW112114,1.0
ZW110534,1.0
ZW110411,1.0
ZW110416,1.0
ZW110430,1.0
ZW110417,1.0
ZW110423,1.0
ZW110422,1.0
ZW110615,1.0
ZW110617,1.0
ZW130130,1.0
ZW130121,1.0
ZW130117,1.0
ZW130127,1.0
ZW110108,1.0
ZW130118,1.0
ZW130116,1.0
ZW130120,1.0
ZW130126,1.0
ZW130119,1.0
ZW130114,1.0
ZW130112,1.0
ZW130111,1.0
ZW110110,1.0
ZW110103,1.0
ZW110109,1.0
ZW110101,1.0
ZW110111,1.0
ZW110105,1.0
ZW152111,1.0
ZW152113,1.0
ZW152114,1.0
ZW152112,1.0
ZW110117,1.0
ZW110116,1.0
ZW110503,1.0
ZW112113,1.0
ZW170316,1.0
ZW172906,1.0
ZW110114,1.0
ZW110531,1.0
ZW110502,1.0
ZW112112,1.0
ZW172903,1.0
ZW172901,1.0
ZW110115,1.0
ZW152105,1.0
ZW150313,1.0
ZW150320,1.0
ZW110107,1.0
ZW112206,1.0
ZW110610,1.0
ZW170304,1.0
ZW170322,1.0
ZW110618,1.0
ZW110418,1.0
ZW110501,1.0
ZW110626,1.0
ZW110620,1.0
ZW110624,1.0
ZW110623,1.0
ZW110621,1.0
ZW110625,1.0
ZW110622,1.0
ZW110535,1.0
ZW110505,1.0
ZW112115,1.0
ZW110533,1.0
ZW110510,1.0
ZW110511,1.0
ZW110512,1.0
ZW110516,1.0
ZW110523,1.0
ZW110513,1.0
ZW112103,1.0
ZW170301,1.0
ZW170321,1.0
ZW110520,1.0
ZW110517,1.0
ZW110518,1.0
ZW110536,1.0
ZW112102,1.0
ZW112104,1.0
ZW112108,1.0
ZW112109,1.0
ZW110526,1.0
ZW112118,1.0
ZW170329,1.0
ZW170303,1.0
ZW110527,1.0
ZW110504,1.0
ZW112110,1.0
ZW112119,1.0
ZW150403,1.0
ZW172905,1.0
ZW110508,1.0
ZW110532,1.0
ZW172904,1.0
ZW172902,1.0
ZW170313,1.0
ZW110515,1.0
ZW110514,1.0
ZW110521,1.0
ZW112205,1.0
ZW112202,1.0
ZW112203,1.0
ZW110429,1.0
ZW142812,1.0
ZW142810,1.0
ZW142807,1.0
ZW142808,1.0
ZW142806,1.0
ZW142809,1.0
ZW142803,1.0
ZW142805,1.0
ZW170333,1.0
ZW170323,1.0
ZW142811,1.0
ZW170226,1.0
ZW132101,1.0
ZW132102,1.0
ZW110427,1.0
ZW152208,1.0
ZW152206,1.0
ZW152207,1.0
ZW152209,1.0
ZW152201,1.0
ZW152202,1.0
ZW150303,1.0
ZW150302,1.0
ZW142505,1.0
ZW142508,1.0
ZW130620,1.0
ZW130729,1.0
ZW110435,1.0
ZW110706,1.0
ZW110710,1.0
ZW110707,1.0
ZW110709,1.0
ZW110436,1.0
ZW110711,1.0
ZW110712,1.0
ZW110708,1.0
ZW110720,1.0
ZW110716,1.0
ZW110406,1.0
ZW110722,1.0
ZW110727,1.0
ZW110728,1.0
ZW110604,1.0
ZW110606,1.0
ZW110605,1.0
ZW110630,1.0
ZW110731,1.0
ZW110410,1.0
ZW110628,1.0
ZW110721,1.0
ZW110631,1.0
ZW110725,1.0
ZW110607,1.0
ZW110729,1.0
ZW110724,1.0
ZW140407,1.0
ZW140406,1.0
ZW170229,1.0
ZW130707,1.0
ZW130702,1.0
ZW130515,1.0
ZW130518,1.0
ZW130513,1.0
ZW130709,1.0
ZW130706,1.0
ZW120713,1.0
ZW130911,1.0
ZW120120,1.0
ZW120712,1.0
ZW120727,1.0
ZW120414,1.0
ZW120418,1.0
ZW120432,1.0
ZW130727,1.0
ZW130720,1.0
ZW130721,1.0
ZW120121,1.0
ZW120119,1.0
ZW120415,1.0
ZW120107,1.0
ZW120110,1.0
ZW122101,1.0
ZW120729,1.0
ZW120722,1.0
ZW122102,1.0
ZW120106,1.0
ZW150305,1.0
ZW152107,1.0
ZW150108,1.0
ZW150107,1.0
ZW150110,1.0
ZW150109,1.0
ZW152115,1.0
ZW150116,1.0
ZW150118,1.0
ZW150125,1.0
ZW150312,1.0
ZW152110,1.0
ZW142507,1.0
ZW142513,1.0
ZW150314,1.0
ZW142509,1.0
ZW140316,1.0
ZW150120,1.0
ZW150112,1.0
ZW170308,1.0
ZW140512,1.0
ZW140612,1.0
ZW140514,1.0
