,person_id,age,sex,household_id,workplace_id,district_id,economic_status,economic_activity_location_id,school_goers,manufacturing_workers
22,124,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
23,125,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
24,126,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
25,127,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
26,128,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
27,129,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
28,130,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
29,131,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
30,132,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
31,133,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
32,134,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
33,135,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
0,136,27,female,1146000,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
1,137,27,female,1146001,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
2,138,27,female,1146002,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
3,139,27,female,1146003,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
4,140,40,male,2300000,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
5,141,40,male,2300001,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
6,142,40,male,2300002,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
7,143,40,male,2300003,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
8,144,20,male,4198000,district_1_police_army_1,1,police_army,1.0,0,0.0
9,145,20,male,4198001,district_1_police_army_1,1,police_army,1.0,0,0.0
10,146,20,male,4198002,district_1_police_army_2,1,police_army,1.0,0,0.0
11,147,20,male,4198003,district_1_police_army_2,1,police_army,1.0,0,0.0
12,148,41,female,3465000,district_1_education_1,1,education,1.0,1,0.0
13,149,41,female,3465001,district_1_education_1,1,education,1.0,1,0.0
14,150,41,female,3465002,district_2_education_1,2,education,1.0,1,0.0
15,151,41,female,3465003,district_2_education_1,2,education,1.0,1,0.0
16,152,15,female,882000,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
17,153,15,female,882001,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
18,154,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
19,155,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
20,156,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
21,157,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
22,158,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
23,159,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
24,160,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
25,161,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
26,162,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
27,163,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
28,164,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
29,165,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
30,166,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
31,167,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
32,168,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
33,169,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
0,170,27,female,1146000,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
1,171,27,female,1146001,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
2,172,27,female,1146002,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
3,173,27,female,1146003,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
4,174,40,male,2300000,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
5,175,40,male,2300001,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
6,176,40,male,2300002,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
7,177,40,male,2300003,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
8,178,20,male,4198000,district_1_police_army_1,1,police_army,1.0,0,0.0
9,179,20,male,4198001,district_1_police_army_1,1,police_army,1.0,0,0.0
10,180,20,male,4198002,district_1_police_army_2,1,police_army,1.0,0,0.0
11,181,20,male,4198003,district_1_police_army_2,1,police_army,1.0,0,0.0
12,182,41,female,3465000,district_1_education_1,1,education,1.0,1,0.0
13,183,41,female,3465001,district_1_education_1,1,education,1.0,1,0.0
14,184,41,female,3465002,district_2_education_1,2,education,1.0,1,0.0
15,185,41,female,3465003,district_2_education_1,2,education,1.0,1,0.0
16,186,15,female,882000,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
17,187,15,female,882001,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
18,188,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
19,189,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
20,190,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
21,191,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
22,192,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
23,193,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
24,194,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
25,195,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
26,196,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
27,197,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
28,198,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
29,199,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
30,200,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
31,201,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
32,202,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
33,203,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
0,204,27,female,1146000,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
1,205,27,female,1146001,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
2,206,27,female,1146002,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
3,207,27,female,1146003,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
4,208,40,male,2300000,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
5,209,40,male,2300001,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
6,210,40,male,2300002,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
7,211,40,male,2300003,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
8,212,20,male,4198000,district_1_police_army_1,1,police_army,1.0,0,0.0
9,213,20,male,4198001,district_1_police_army_1,1,police_army,1.0,0,0.0
10,214,20,male,4198002,district_1_police_army_2,1,police_army,1.0,0,0.0
11,215,20,male,4198003,district_1_police_army_2,1,police_army,1.0,0,0.0
12,216,41,female,3465000,district_1_education_1,1,education,1.0,1,0.0
13,217,41,female,3465001,district_1_education_1,1,education,1.0,1,0.0
14,218,41,female,3465002,district_2_education_1,2,education,1.0,1,0.0
15,219,41,female,3465003,district_2_education_1,2,education,1.0,1,0.0
16,220,15,female,882000,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
17,221,15,female,882001,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
18,222,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
19,223,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
20,224,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
21,225,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
22,226,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
23,227,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
24,228,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
25,229,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
26,230,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
27,231,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
28,232,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
29,233,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
30,234,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
31,235,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
32,236,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
33,237,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
0,238,27,female,1146000,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
1,239,27,female,1146001,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
2,240,27,female,1146002,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
3,241,27,female,1146003,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
4,242,40,male,2300000,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
5,243,40,male,2300001,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
6,244,40,male,2300002,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
7,245,40,male,2300003,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
8,246,20,male,4198000,district_1_police_army_1,1,police_army,1.0,0,0.0
9,247,20,male,4198001,district_1_police_army_1,1,police_army,1.0,0,0.0
10,248,20,male,4198002,district_1_police_army_2,1,police_army,1.0,0,0.0
11,249,20,male,4198003,district_1_police_army_2,1,police_army,1.0,0,0.0
12,250,41,female,3465000,district_1_education_1,1,education,1.0,1,0.0
13,251,41,female,3465001,district_1_education_1,1,education,1.0,1,0.0
14,252,41,female,3465002,district_2_education_1,2,education,1.0,1,0.0
15,253,41,female,3465003,district_2_education_1,2,education,1.0,1,0.0
16,254,15,female,882000,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
17,255,15,female,882001,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
18,256,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
19,257,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
20,258,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
21,259,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
22,260,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
23,261,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
24,262,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
25,263,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
26,264,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
27,265,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
28,266,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
29,267,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
30,268,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
31,269,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
32,270,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
33,271,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
0,272,27,female,1146000,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
1,273,27,female,1146001,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
2,274,27,female,1146002,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
3,275,27,female,1146003,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
4,276,40,male,2300000,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
5,277,40,male,2300001,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
6,278,40,male,2300002,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
7,279,40,male,2300003,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
8,280,20,male,4198000,district_1_police_army_1,1,police_army,1.0,0,0.0
9,281,20,male,4198001,district_1_police_army_1,1,police_army,1.0,0,0.0
10,282,20,male,4198002,district_1_police_army_2,1,police_army,1.0,0,0.0
11,283,20,male,4198003,district_1_police_army_2,1,police_army,1.0,0,0.0
12,284,41,female,3465000,district_1_education_1,1,education,1.0,1,0.0
13,285,41,female,3465001,district_1_education_1,1,education,1.0,1,0.0
14,286,41,female,3465002,district_2_education_1,2,education,1.0,1,0.0
15,287,41,female,3465003,district_2_education_1,2,education,1.0,1,0.0
16,288,15,female,882000,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
17,289,15,female,882001,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
18,290,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
19,291,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
20,292,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
21,293,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
22,294,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
23,295,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
24,296,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
25,297,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
26,298,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
27,299,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
28,300,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
29,301,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
30,302,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
31,303,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
32,304,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
33,305,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
0,306,27,female,1146000,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
1,307,27,female,1146001,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
2,308,27,female,1146002,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
3,309,27,female,1146003,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
4,310,40,male,2300000,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
5,311,40,male,2300001,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
6,312,40,male,2300002,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
7,313,40,male,2300003,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
8,314,20,male,4198000,district_1_police_army_1,1,police_army,1.0,0,0.0
9,315,20,male,4198001,district_1_police_army_1,1,police_army,1.0,0,0.0
10,316,20,male,4198002,district_1_police_army_2,1,police_army,1.0,0,0.0
11,317,20,male,4198003,district_1_police_army_2,1,police_army,1.0,0,0.0
12,318,41,female,3465000,district_1_education_1,1,education,1.0,1,0.0
13,319,41,female,3465001,district_1_education_1,1,education,1.0,1,0.0
14,320,41,female,3465002,district_2_education_1,2,education,1.0,1,0.0
15,321,41,female,3465003,district_2_education_1,2,education,1.0,1,0.0
16,322,15,female,882000,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
17,323,15,female,882001,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
18,324,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
19,325,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
20,326,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
21,327,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
22,328,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
23,329,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
24,330,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
25,331,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
26,332,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
27,333,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
