weekday,home_region,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28,d_29,d_30,d_31,d_32,d_33,d_34,d_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,d_51,d_52,d_53,d_54,d_55,d_56,d_57,d_58,d_59,d_60
3,d_10,0,0.95179999,0.95179999,0.95179999,0.95179999,0.95179999,0.95179999,0.95179999,0.95179999,70.632103,70.7304,70.757698,80.825302,83.050003,83.095398,96.459602,96.459602,99.080902,99.0858,99.0858,99.269096,99.269096,99.280701,99.797501,99.797501,99.833801,99.833801,99.840599,99.840599,99.8479,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
4,d_10,0,0.98159999,0.98159999,0.98159999,0.98159999,0.98159999,0.98159999,0.98159999,0.98159999,69.657997,69.764198,69.7854,79.991501,82.185501,82.235802,96.335999,96.335999,99.0895,99.095901,99.095901,99.261597,99.261597,99.285202,99.787697,99.787697,99.824203,99.824203,99.8358,99.8358,99.8358,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,99.995399,100,100,100,100
5,d_10,0,0.87080002,0.87080002,0.87080002,0.87080002,0.87080002,0.87080002,0.87080002,0.87080002,69.980103,70.079903,70.103104,80.2033,82.6959,82.742996,96.564598,96.564598,99.132301,99.132301,99.132301,99.308197,99.308197,99.323402,99.817902,99.817902,99.846802,99.846802,99.853302,99.853302,99.853302,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6,d_10,0,0.76160002,0.76160002,0.76160002,0.76160002,0.76160002,0.76160002,0.76160002,0.76160002,70.770897,70.852501,70.862198,80.488602,82.810997,82.8433,96.583801,96.583801,99.179398,99.185402,99.185402,99.3769,99.3769,99.3769,99.8573,99.8573,99.875298,99.875298,99.875298,99.875298,99.875298,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,d_11,0,0.21089999,0.21089999,0.21089999,0.21089999,0.21089999,0.21089999,0.21089999,0.21089999,0.47499999,61.728699,81.087303,85.3032,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,d_11,0,0.26010001,0.26010001,0.26010001,0.26010001,0.26010001,0.26010001,0.26010001,0.26010001,0.55489999,62.2771,80.891998,85.387604,99.931198,99.931198,99.954697,99.954697,99.954697,99.954697,99.954697,99.954697,99.954697,99.954697,99.954697,99.954697,99.954697,99.954697,99.954697,99.954697,99.954697,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2,d_11,0,0.3443,0.3443,0.3443,0.3443,0.3443,0.3443,0.3443,0.3443,0.60180002,58.973,80.167297,84.6157,99.982597,99.982597,99.982597,99.982597,99.982597,99.982597,99.982597,99.982597,99.982597,99.982597,99.982597,99.982597,99.982597,99.982597,99.982597,99.982597,99.982597,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
3,d_11,0,0.3136,0.3136,0.3136,0.3136,0.3136,0.3136,0.3136,0.3136,0.60110003,60.582802,81.041496,85.611099,99.981796,99.981796,99.981796,99.981796,99.981796,99.981796,99.981796,99.981796,99.981796,99.981796,99.981796,99.981796,99.981796,99.981796,99.981796,99.981796,99.981796,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
4,d_11,0,0.28099999,0.28099999,0.28099999,0.28099999,0.28099999,0.28099999,0.28099999,0.28099999,0.56489998,60.2887,80.537804,85.057503,99.926498,99.926498,99.986,99.986,99.986,99.986,99.986,99.986,99.986,99.986,99.986,99.986,99.986,99.986,99.986,99.986,99.986,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
5,d_11,0,0.28080001,0.28080001,0.28080001,0.28080001,0.28080001,0.28080001,0.28080001,0.28080001,0.58560002,61.880199,80.667801,85.110199,99.896896,99.896896,99.9161,99.9161,99.934502,99.934502,99.934502,99.934502,99.934502,99.934502,99.934502,99.934502,99.934502,99.934502,99.934502,99.934502,99.934502,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6,d_11,0,0.20739999,0.20739999,0.20739999,0.20739999,0.20739999,0.20739999,0.20739999,0.20739999,0.4558,62.245899,81.488297,85.810501,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,d_12,0,0.16580001,0.16580001,0.16580001,0.16580001,0.16580001,0.16580001,0.16580001,0.16580001,0.1779,8.0629997,93.065201,93.843399,93.850197,93.850197,93.850197,93.850197,93.850197,93.850197,93.850197,93.850197,93.850197,93.850197,93.850197,93.850197,93.850197,93.850197,93.850197,93.850197,96.121101,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,d_12,0,0.2084,0.2084,0.2084,0.2084,0.2084,0.2084,0.2084,0.2084,0.2186,8.2622995,92.687897,93.726799,93.754997,93.754997,93.754997,93.754997,93.754997,93.754997,93.754997,93.754997,93.754997,93.754997,93.754997,93.754997,93.754997,93.754997,93.754997,93.754997,96.116203,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2,d_12,0,0.2296,0.2296,0.2296,0.2296,0.2296,0.2296,0.2296,0.2296,0.2559,8.0236998,92.706802,93.755997,93.771599,93.771599,93.771599,93.771599,93.771599,93.771599,93.771599,93.771599,93.771599,93.771599,93.771599,93.771599,93.771599,93.771599,93.771599,93.771599,96.119301,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
3,d_12,0,0.1982,0.1982,0.1982,0.1982,0.1982,0.1982,0.1982,0.1982,0.2067,8.1620998,92.694199,93.609802,93.623497,93.623497,93.623497,93.623497,93.630898,93.630898,93.630898,93.630898,93.630898,93.630898,93.630898,93.630898,93.630898,93.630898,93.630898,93.630898,96.0009,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
4,d_12,0,0.1899,0.1899,0.1899,0.1899,0.1899,0.1899,0.1899,0.1899,0.2077,8.1945,92.802299,93.699699,93.706398,93.706398,93.706398,93.706398,93.706398,93.706398,93.706398,93.706398,93.706398,93.706398,93.706398,93.706398,93.706398,93.706398,93.706398,93.706398,95.981697,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
5,d_12,0,0.21070001,0.21070001,0.21070001,0.21070001,0.21070001,0.21070001,0.21070001,0.21070001,0.2298,8.6195002,92.758698,93.680298,93.6959,93.6959,93.6959,93.6959,93.704597,93.704597,93.704597,93.704597,93.704597,93.704597,93.704597,93.704597,93.704597,93.704597,93.704597,93.704597,95.9496,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6,d_12,0,0.1548,0.1548,0.1548,0.1548,0.1548,0.1548,0.1548,0.1548,0.18009999,7.8105998,93.194901,94.018501,94.018501,94.018501,94.018501,94.018501,94.018501,94.018501,94.018501,94.018501,94.018501,94.018501,94.018501,94.018501,94.018501,94.018501,94.018501,94.018501,96.181396,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,d_13,0,7.3596001,7.3596001,7.3596001,7.3596001,7.3596001,7.3596001,7.3596001,7.3596001,13.7182,14.6665,15.0845,84.3787,84.732399,84.737503,84.859001,84.859001,90.613403,90.620201,90.620201,90.633499,90.633499,90.6689,90.6689,90.6689,90.761002,90.766197,90.786697,90.786697,90.838303,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,d_13,0,7.9131999,7.9131999,7.9131999,7.9131999,7.9266,7.9266,7.9266,7.9266,14.3118,15.2982,15.8623,84.6903,85.068199,85.074898,85.209396,85.213997,90.138702,90.1539,90.1539,90.169403,90.169403,90.217598,90.217598,90.217598,90.331902,90.336899,90.355499,90.355499,90.431801,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.990601,99.995201,100,100,100,100
2,d_13,0,8.059,8.059,8.059,8.059,8.0649004,8.0695,8.0695,8.0695,14.9974,15.9699,16.5655,84.2313,84.600601,84.616699,84.757301,84.761902,90.156403,90.186302,90.186302,90.197502,90.197502,90.245796,90.245796,90.245796,90.383499,90.397697,90.422203,90.422203,90.511398,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,99.9916,100,100,100,100
3,d_13,0,7.7944999,7.7944999,7.7944999,7.7944999,7.7944999,7.7944999,7.7944999,7.7944999,14.4513,15.4278,15.963,84.736099,85.126503,85.138,85.291801,85.295197,90.255501,90.280098,90.280098,90.298103,90.298103,90.348297,90.348297,90.348297,90.478699,90.491997,90.511703,90.511703,90.586197,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.993202,99.996399,100,100,100,100
4,d_13,0,7.7923999,7.7923999,7.7923999,7.7923999,7.8032999,7.8032999,7.8032999,7.8032999,14.4511,15.4082,15.9422,84.826599,85.208298,85.223701,85.389503,85.395599,90.222397,90.252998,90.252998,90.272202,90.272202,90.325699,90.325699,90.325699,90.436699,90.450699,90.469704,90.469704,90.5466,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,99.996399,100,100,100,100
5,d_13,0,7.5472999,7.5472999,7.5472999,7.5472999,7.5532999,7.5532999,7.5532999,7.5532999,14.303,15.2669,15.7749,84.7714,85.162003,85.173897,85.331703,85.335999,90.331398,90.356499,90.356499,90.377998,90.377998,90.420898,90.420898,90.420898,90.5327,90.541702,90.550903,90.550903,90.616898,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.989197,99.994499,100,100,100,100
6,d_13,0,7.1967001,7.1967001,7.1967001,7.1967001,7.2014999,7.2014999,7.2014999,7.2014999,13.4855,14.4054,14.8778,84.847,85.186302,85.195396,85.3311,85.3311,90.250397,90.278999,90.278999,90.303001,90.303001,90.344299,90.344299,90.344299,90.442001,90.450302,90.462196,90.462196,90.517097,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.991096,99.995399,100,100,100,100
0,d_14,0,0.2155,0.2155,0.2155,0.2155,0.2155,0.2155,0.2155,0.2155,2.4893,7.7835999,7.7981,8.3652,90.203499,94.146004,99.042297,99.042297,99.056503,99.056503,99.056503,99.056503,99.056503,99.056503,99.972504,99.972504,99.972504,99.972504,99.972504,99.972504,99.972504,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,d_14,0,0.28400001,0.28400001,0.28400001,0.28400001,0.28400001,0.28400001,0.28400001,0.28400001,2.8443,8.0818005,8.1090002,8.7398996,89.942596,94.131599,98.900497,98.900497,98.931198,98.931198,98.931198,98.931198,98.931198,98.931198,99.949997,99.949997,99.956497,99.956497,99.956497,99.956497,99.956497,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2,d_14,0,0.2793,0.2793,0.2793,0.2793,0.2793,0.2793,0.2793,0.2793,2.6577001,7.5173001,7.5349998,8.1171999,89.752899,93.805397,98.960602,98.960602,98.995201,98.995201,98.995201,98.995201,98.995201,98.995201,99.958603,99.958603,99.958603,99.958603,99.958603,99.958603,99.958603,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
3,d_14,0,0.29890001,0.29890001,0.29890001,0.29890001,0.29890001,0.29890001,0.29890001,0.29890001,2.608,7.3260999,7.3453002,7.96,90.268799,94.0793,99.011902,99.011902,99.048103,99.048103,99.048103,99.048103,99.048103,99.048103,99.949097,99.949097,99.953903,99.953903,99.953903,99.953903,99.953903,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
4,d_14,0,0.28380001,0.28380001,0.28380001,0.28380001,0.28380001,0.28380001,0.28380001,0.28380001,2.6909001,8.4060001,8.4239998,9.0271997,89.196899,93.885803,98.997398,98.997398,99.019402,99.019402,99.019402,99.019402,99.019402,99.019402,99.954697,99.954697,99.954697,99.954697,99.954697,99.954697,99.954697,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
5,d_14,0,0.30809999,0.30809999,0.30809999,0.30809999,0.30809999,0.30809999,0.30809999,0.30809999,2.8973999,8.1079998,8.1146002,8.7202997,89.873299,94.087402,99.035004,99.035004,99.061996,99.061996,99.061996,99.0746,99.0746,99.0746,99.941498,99.941498,99.941498,99.941498,99.941498,99.941498,99.941498,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6,d_14,0,0.2437,0.2437,0.2437,0.2437,0.2437,0.2437,0.2437,0.2437,2.6187,7.6015,7.6015,8.1759996,90.089897,94.0989,99.088898,99.088898,99.106903,99.106903,99.106903,99.106903,99.106903,99.106903,99.962601,99.962601,99.962601,99.962601,99.962601,99.962601,99.962601,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,d_15,0,0.1881,0.1881,0.1881,0.1881,0.1881,0.1881,0.1881,0.1881,0.38409999,0.38409999,0.38409999,0.4578,17.769199,79.243896,79.629799,79.629799,79.629799,79.629799,79.972,79.972,79.972,79.972,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,d_15,0,0.1807,0.1807,0.1807,0.1807,0.1807,0.1807,0.1807,0.1807,0.39469999,0.39469999,0.39469999,0.43349999,19.010201,78.407204,78.782303,78.782303,78.782303,78.782303,79.093399,79.093399,79.093399,79.093399,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2,d_15,0,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.4156,0.4156,0.4156,0.52600002,18.5448,79.562302,79.9478,79.9478,79.9478,79.9478,80.291702,80.291702,80.291702,80.291702,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
3,d_15,0,0.2388,0.2388,0.2388,0.2388,0.2388,0.2388,0.2388,0.2388,0.50089997,0.50089997,0.50089997,0.60530001,22.1549,78.545601,78.9944,78.9944,78.9944,78.9944,79.858398,79.858398,79.858398,79.858398,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
4,d_15,0,0.14650001,0.14650001,0.14650001,0.14650001,0.14650001,0.14650001,0.14650001,0.14650001,0.37,0.37,0.37,0.43579999,19.2575,81.056099,81.446899,81.446899,81.446899,81.446899,82.255898,82.255898,82.255898,82.255898,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
5,d_15,0,0.1717,0.1717,0.1717,0.1717,0.1717,0.1717,0.1717,0.1717,0.40720001,0.40720001,0.40720001,0.44940001,18.458401,80.112801,80.480598,80.480598,80.480598,80.480598,80.809898,80.809898,80.809898,80.809898,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6,d_15,0,0.1356,0.1356,0.1356,0.1356,0.1356,0.1356,0.1356,0.1356,0.29949999,0.29949999,0.29949999,0.29949999,17.614,79.561096,79.906502,79.906502,79.906502,79.906502,80.221603,80.221603,80.221603,80.221603,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,d_16,0,0.6099,0.6099,0.6099,0.6099,0.6099,0.6099,0.6099,0.6099,21.971399,21.971399,21.971399,22.339199,29.642,29.7754,88.730797,88.730797,91.8582,91.8582,91.8582,93.987099,93.987099,93.987099,99.912399,99.912399,99.9226,99.9226,99.9226,99.9226,99.9226,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,d_16,0,0.7956,0.7956,0.7956,0.7956,0.7956,0.7956,0.7956,0.7956,25.0732,25.0732,25.0732,25.450701,34.251499,34.384399,87.728203,87.728203,90.956902,90.956902,90.956902,93.167603,93.167603,93.167603,99.8806,99.8806,99.892197,99.892197,99.892197,99.892197,99.892197,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2,d_16,0,0.69809997,0.69809997,0.69809997,0.69809997,0.69809997,0.69809997,0.69809997,0.69809997,24.2085,24.2085,24.2085,24.562201,32.7052,32.845001,87.9384,87.9384,91.071404,91.071404,91.071404,93.1716,93.1716,93.1716,99.906799,99.906799,99.906799,99.906799,99.906799,99.906799,99.906799,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
3,d_16,0,0.64490002,0.64490002,0.64490002,0.64490002,0.64490002,0.64490002,0.64490002,0.64490002,23.0879,23.0879,23.0879,23.491301,31.087099,31.2117,88.6241,88.6241,91.6465,91.6465,91.6465,93.7789,93.7789,93.7789,99.902,99.902,99.902,99.902,99.902,99.902,99.902,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
4,d_16,0,0.65979999,0.65979999,0.65979999,0.65979999,0.65979999,0.65979999,0.65979999,0.65979999,22.9471,22.971701,22.971701,23.344999,30.583401,30.718,88.746399,88.746399,91.792297,91.800301,91.800301,93.808899,93.808899,93.808899,99.880997,99.880997,99.899498,99.899498,99.899498,99.899498,99.899498,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
5,d_16,0,0.58530003,0.58530003,0.58530003,0.58530003,0.58530003,0.58530003,0.58530003,0.58530003,24.6597,24.6597,24.6597,25.0317,33.366001,33.492802,88.5578,88.5578,91.603699,91.603699,91.603699,93.604599,93.604599,93.613998,99.915703,99.915703,99.915703,99.915703,99.915703,99.915703,99.915703,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6,d_16,0,0.588,0.588,0.588,0.588,0.588,0.588,0.588,0.588,22.440399,22.464199,22.464199,22.8472,30.432301,30.5427,88.8218,88.8218,91.771698,91.771698,91.771698,93.826698,93.826698,93.826698,99.908997,99.908997,99.908997,99.908997,99.908997,99.908997,99.908997,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,d_17,0.0075,1.3599,8.5479002,8.5479002,8.5479002,8.7581997,8.7684002,8.7684002,8.7684002,8.7684002,8.7684002,8.7684002,8.776,8.776,8.776,8.776,63.855499,63.930302,64.820801,64.820801,64.820801,64.820801,68.991699,68.991699,76.586899,80.395798,80.395798,91.211899,91.211899,91.211899,91.331902,91.366203,91.384201,91.485001,95.460098,95.731499,95.784698,95.836304,95.836304,95.836304,95.836304,95.836304,95.836304,95.836304,95.836304,95.914803,95.914803,95.914803,95.914803,95.914803,95.914803,95.914803,99.904404,99.904404,99.904404,99.9813,99.992401,99.992401,99.992401,100
