index,date,positive_rate_per_1000
565,2021-11-29,2.87
566,2021-11-30,4.569999999999999
567,2021-12-01,6.6000000000000005
568,2021-12-02,8.649999999999999
569,2021-12-03,10.77
570,2021-12-04,12.87
571,2021-12-05,13.45
572,2021-12-06,11.16
573,2021-12-07,13.94
574,2021-12-08,26.33
575,2021-12-09,31.01
576,2021-12-10,25.72
577,2021-12-11,36.31
578,2021-12-12,35.510000000000005
579,2021-12-13,33.43
580,2021-12-14,34.06
581,2021-12-15,30.82
582,2021-12-16,30.06
583,2021-12-17,41.21
584,2021-12-18,31.19
585,2021-12-19,33.45
586,2021-12-20,43.06
587,2021-12-21,42.8
588,2021-12-22,41.63
589,2021-12-23,44.15
590,2021-12-24,34.07
591,2021-12-25,39.25
592,2021-12-26,36.54
593,2021-12-27,31.16
594,2021-12-28,33.879999999999995
595,2021-12-29,25.5
596,2021-12-30,29.57
597,2021-12-31,28.58
598,2022-01-01,27.91
599,2022-01-02,25.61
600,2022-01-03,25.16
601,2022-01-04,24.24
602,2022-01-05,28.110000000000003
603,2022-01-06,21.19
604,2022-01-07,19.83
605,2022-01-08,18.45
606,2022-01-09,17.849999999999998
607,2022-01-10,16.88
608,2022-01-11,12.839999999999998
609,2022-01-12,13.23
610,2022-01-13,11.52
611,2022-01-14,10.29
612,2022-01-15,9.01
613,2022-01-16,10.35
614,2022-01-17,8.82
615,2022-01-18,9.52
616,2022-01-19,6.76
617,2022-01-20,7.539999999999999
618,2022-01-21,7.689999999999999
619,2022-01-22,8.76
620,2022-01-23,7.95
621,2022-01-24,7.35
622,2022-01-25,8.709999999999999
623,2022-01-26,8.48
624,2022-01-27,6.510000000000001
625,2022-01-28,5.89
626,2022-01-29,5.319999999999999
627,2022-01-30,5.319999999999999
628,2022-01-31,5.25
629,2022-02-01,1.62
630,2022-02-02,0.97
631,2022-02-03,0.7000000000000001
632,2022-02-04,0.54
633,2022-02-05,0.64
634,2022-02-06,0.6
635,2022-02-07,0.47
636,2022-02-08,0.69
637,2022-02-09,1.11
638,2022-02-10,4.03
639,2022-02-11,4.75
640,2022-02-12,4.0
641,2022-02-13,4.22
642,2022-02-14,5.28
643,2022-02-15,4.48
644,2022-02-16,6.47
645,2022-02-17,6.72
646,2022-02-18,7.539999999999999
647,2022-02-19,8.53
648,2022-02-20,9.35
649,2022-02-21,9.46
650,2022-02-22,10.22
651,2022-02-23,10.07
652,2022-02-24,11.32
653,2022-02-25,13.34
654,2022-02-26,14.34
655,2022-02-27,8.450000000000001
656,2022-02-28,9.33
657,2022-03-01,10.16
658,2022-03-02,10.88
659,2022-03-03,9.2
660,2022-03-04,11.53
661,2022-03-05,9.79
662,2022-03-06,13.08
663,2022-03-07,13.45
664,2022-03-08,13.0
665,2022-03-09,9.91
666,2022-03-10,12.98
667,2022-03-11,8.309999999999999
668,2022-03-12,9.37
669,2022-03-13,11.13
670,2022-03-14,10.23
671,2022-03-15,8.66
672,2022-03-16,11.82
673,2022-03-17,7.99
674,2022-03-18,10.04
675,2022-03-19,10.37
676,2022-03-20,8.43
677,2022-03-21,8.06
678,2022-03-22,8.41
679,2022-03-23,6.48
680,2022-03-24,8.02
681,2022-03-25,8.59
682,2022-03-26,6.35
683,2022-03-27,7.380000000000001
684,2022-03-28,6.460000000000001
685,2022-03-29,7.090000000000001
686,2022-03-30,6.419999999999999
687,2022-03-31,5.75
688,2022-04-01,4.23
689,2022-04-02,4.5
690,2022-04-03,3.72
691,2022-04-04,3.55
692,2022-04-05,3.43
693,2022-04-06,2.87
694,2022-04-07,2.56
695,2022-04-08,2.23
696,2022-04-09,2.03
697,2022-04-10,2.08
698,2022-04-11,2.1
699,2022-04-12,2.04
700,2022-04-13,2.33
701,2022-04-14,2.5
702,2022-04-15,2.44
703,2022-04-16,2.59
704,2022-04-17,2.8400000000000003
705,2022-04-18,2.55
706,2022-04-19,1.78
707,2022-04-20,1.52
708,2022-04-21,1.5
709,2022-04-22,2.12
710,2022-04-23,2.4
711,2022-04-24,2.03
712,2022-04-25,2.22
713,2022-04-26,2.49
714,2022-04-27,2.43
715,2022-04-28,2.3
716,2022-04-29,2.16
717,2022-04-30,2.28
718,2022-05-01,2.7
719,2022-05-02,2.36
720,2022-05-03,2.27
721,2022-05-04,2.27
722,2022-05-05,1.88
723,2022-05-06,2.27
724,2022-05-07,1.81
725,2022-05-08,2.1
726,2022-05-09,2.98
727,2022-05-10,3.37
728,2022-05-11,3.19
729,2022-05-12,5.0
730,2022-05-13,5.35
731,2022-05-14,6.04
732,2022-05-15,5.43
733,2022-05-16,5.55
734,2022-05-17,6.7
735,2022-05-18,8.08
736,2022-05-19,6.959999999999999
737,2022-05-20,7.23
738,2022-05-21,6.7
739,2022-05-22,7.470000000000001
740,2022-05-23,6.6000000000000005
741,2022-05-24,6.11
742,2022-05-25,6.3
743,2022-05-26,7.79
744,2022-05-27,8.06
745,2022-05-28,8.06
746,2022-05-29,7.84
747,2022-05-30,7.470000000000001
748,2022-05-31,7.85
749,2022-06-01,8.75
750,2022-06-02,7.430000000000001
751,2022-06-03,6.890000000000001
752,2022-06-04,7.04
753,2022-06-05,7.02
754,2022-06-06,8.01
755,2022-06-07,7.04
756,2022-06-08,5.17
757,2022-06-09,4.32
758,2022-06-10,4.760000000000001
759,2022-06-11,4.81
760,2022-06-12,4.64
761,2022-06-13,4.25
762,2022-06-14,3.68
763,2022-06-15,4.71
764,2022-06-16,5.8500000000000005
765,2022-06-17,5.82
766,2022-06-18,5.79
767,2022-06-19,5.609999999999999
768,2022-06-20,5.140000000000001
769,2022-06-21,5.29
770,2022-06-22,4.21
